content,polarity
@KOPURISTA Algo estoy haciendo mal ,N
Joder tio pero porque tiene q pasar de mi ,N
Tengo un imán para los ADC retrasados ,NEU
Javi lopez lateral derecho  #rcde,NONE
@JuanjoAlfrezCar muchísimas gracias!!! Un fuerte abrazo ,P
@MaribelHOvera muchísimas gracias!!! Un fuerte abrazo ,P
clrealy no es una indirecta ,NONE
"Guardando las cosas para mudarme se me ha roto un tubito de ensayo de cristal que robé en bioenergética, lo primero que me llevé del lab ",N
yo velas de esas d santos y to el rollo no tengo pero tengo una perfumada del Mercadona  yo la enciendo y si cuela perfe,NEU
"Me ha gustado mucho la respuesta a mi pregunta, aún así ojalá los vientos soplen a favor de los dos sea cuales sea nuestras direcciones ",P
"Pero es que La Sirenita soy Incapaz de encontrarla así, la encuentras o en latino latino, o en castellano. Y a mí me gusta esta ",N
@victoria_resa cosita guapa gracias por seguirmee ,P
"No estoy aburrida -Estás aburrida - No -Si,  reconocelo - Vale estoy aburrida de verte ver la tele -.. Por que haces esto? -Por que me abu+",N
"@cenizaplay Va perfecto entonces, ¡muchas gracias! ",P
"Este es el pla la clase de estadística acaba a las 20:20, la conferencia de Sony es a las 21:00. Hoy seré veloz en llegar a casa ",P
"@DLoyik pues ya no le quiero tanto, como dices en tu último vídeo es que no ha sido nada épico ni emotivo, esta vez me ha decepcionado ",N
"sobre la bocina, pero @Correos  me acaba de entregar el paquete de Amazon que faltaba, así que guay. Lo daba por perdido hasta mañana ",P
"que sí , que volvemos a la rutina , que se acabo lo bueno que ya lo sabemos todos , no hace falta que pongáis 100 snaps ",N
"@120futbol La sensación térmica va de la mano de la humedad, a más humedad peor y más bochorno, la cosa estaba seca en ese momento! ",N
Y mi tl ya está muerta ,N
Es que es muy guapa ,P
"@DikanaMai Antes me lío con Garrus siendo un tío en Mass Effect 1  No es mal partido, tiene un buen puesto, es divertido, además guapo ",P
"""Ay pues yo le di unf a Machi porque hablaba más de Tokio Hotel que de ytbers"" Me alegro de tener un seguidor sin cerebro menos ",P
"siempre he sido honesta, clara, sin pelos en la lengua, nonpuedo estar más orgullosa de lo que soy y de la persona en la que me convertí ",P
Atm veo los 7 primeros teams un poco lejos de los 3 últimos. A ver que pasa si mejoran y/o cambian sus estrategias etc idk ,N
"@ErickGuize si claro. Lo que voy a hacer ahora para que me entiendas, te lo voy a escribir en francés  vas a aprender tambien mi idioma ",N
@ITFPOWERKING esta claro que has vuelto fuerte pero sabes k hasta que no hagas un pick a favor de nuestra musa Kalinskaya no seras tu ,N
@MdeManue De verdad q estoy segura d q siendo una persona tan conocida si ha utilizado esos terminos es porque piensa q son los correctos ,P
"@Instatuber ""surgen""  está el que se relaja con un plajo y el que nunca va a la caja pero farda de que saca un buen trabajo",N
"@achocoblog oye, 7/8 no está nada mal ",P
Me ha picado un mosquito en el dedo gordo del pie y me pica y si me arrasco me hago cosquillas sabeis que sufrimiento estoy pasando?? ,N
Tengo un poco abandonado el tw ,N
"Mi gafe va en aumento, hice un all in a favor del Farsa por que el 17'4 que daban con la victoria del Alavés no me convencía ",N
"He alquilado un box por horas, con elevador, he ido con mi kit de embrague bajo el brazo, y he reparado el Samurai. Con estas manitas ",NONE
"@SraVegeta yaa, pero lo malo es que hay tanta gente que puff. Pero aún así joder que pagas un pastón por estar dos minutos  No da tiempo!",N
Fin de directo! Gracias a todos los que habéis pasado por el streaming  un SALUDITO ahora me voy de compras y esta noche viciada máxima,P
Vamos @arenas_club1909 !  Un esfuerzo esta segunda parte  y a ver si con la victoria @jonbolo21 os deja un rato en la feria de Albacete  ,P
"No me gusta el maíz e iba a cenar mazorca, me dice mi madre que se ha puesto mala y que no me la coma. Y ME HE TENIDO QUE HACER UNA PIZZA ",N
"El año pasado lloré cuando Shawn dijo que vendría y yo no pude ir y soy consciente de que este año tampoco va a poder ser, quiero llorar ",N
Tengo muchas ganas de ver a Mario y lanzarme a él para abrazarle  quién iba a decir que echaría de menos que mi ex me tocara las narices,P
"@adrinavarro @jorx y faltaria conocer la config del ONT, que aunque no sea mas que un conversor de medio, algo lleva. No es facil esa ",N
"@ManuAnxo @PugaGmail Si, les dan un descanso de 15 min cada 4 h, y cada 8h, bajan al pueblo más  cercano a comer al bar, tan tranquilamt ",NONE
y ahors me puedo tirar como horas viendo videos de conciertos suyos pq me encanta como se mueve en el escenario y como todo de vd  mi niño,P
"Pues qué queréis que os diga.. lo nuevo de GAGA está bien, pero lo nuevo de SIA está muchísimo mejor. ¡Es una canción mucho más completa! ",P
por qué tengo un nombre tan feo ,N
"Hola, me molaría hcerme un cambio drástico con mi pelo, lo que pasa es que no se hacerme lo que quiero y tengo que pedir ayuda ",N
"@NeChyyy Na, que ayer se lió en Tw por un asunto feminazi, y yo me enteré horas después. Pero vivo más feliz sin enterarme de las cosas ",NEU
Que dizque el debut de CM Punk en la UFC fue tan corto que puede entrar en un vídeo de Instagram. @Sweats_me debe estar muy triste. ,N
"Lo bueno de los cómics de Star Wars es que los venden en cualquier sitio. Ni tiendas especializadas ni ná, en el Hipercor o el Alcampo ",P
"No os podeis hacer una idea como le echo de menos. Encima la fecha que se murió marcada para siempre, fué el dia de mi cumpleaños ",N
Gracias a la actualización de Pokémon GO no podré volver a jugar más. No permite actualizar en móviles root y el mío lo está de fábrica ,N
"Suena 'Yesterday' y se mezcla con les bimbolles de mi agua con gas. Hace 15 años yo me iba d Mallorca sin saber q volvería Bueno, bon dia ",NEU
@PkmM7 El único riesgo extra es que si la cagas el Hardmod es más jodido  Pero es igual. Y piensa... ¿Con qué está grabado el vídeo? ,N
Se me dan muy mal las despedidas ,N
acho es q llevo como una semana sin verlo pq es q es el ultimo cap y no quiero verlo pq mo quiero q se acabe ni quiero llorar ,N
"@M1ster__ thanks weapon bonico,♡ sí, ya estoy en el aeropuerto y fíjate tú ni me da pena. Anoche el calor fue HORROROSO no he dormido ná. ",NEU
Mi mejor amigo me acaba de enviar que le ha tocado en un cofre kalista de campeonato Y le voy a meter fuego al mu warro ,N
"@DaniEPAP Hay gente que no sabe que el verano aún no ha acabado. Btw, la memoria climática de las personas es d 15 años, según un estudio ",N
@Drako1909 venga va que te lo regalo yo  A no... Que no te caigo bien y te parezco mala persona... Pues nada! Pideselo a Pola e.e,N
"@pgc_deka pues es que quiero probar qué tal en directo, y techno ya fui este finde, sino iría a Nox y te llevaba como acompañante ",NONE
"@Pdepiromano Eso a base de tomarlo te vuelves inmune, a mí no me afecta desde que tuve que volverme una cafetera andante el curso pasado ",N
"Alguien manda MD? Aunque no me conozca de na y haya visto el tuit pq se haya pasao por aquí sin querer, da igual. Que toy to aburrio  ",N
@remardifuck a mi ya se me fueron los 2gb ,N
esta noche hasta el culete ,NEU
Tengo calor y estoy cansada ,N
"@NekroZero Tu no puedes, eres feo ",N
#FF a los geniales @Cinesa !! ,P
Ya tengo manchadas las presto ,N
Al menos hoy he dormido algo ,P
@LeeanMp no seas malo con él ,N
@IvanxPolo y la melena pa cuando ,NONE
Un AI The 100 sería lo mejor. ,P
Pobre pablo  es que soy yo,N
@donarfonzo yo no la veo caliente ,NEU
@Envydioso te doy un poquito ,NONE
Tiene gracia porque es mixta ,P
No voy de tipa dura ,P
@silcerino No nos lo recuerdes ,N
Me estoy comiendo un zumooo ,P
Ya se que soy lo peor pero jo ,N
Me aso  santander estaba mejor,N
@IrenePerenne lo he pasado mal ,N
alberto que tal por punta? ,NONE
Estoy nerviosa y no sé por qué ,NEU
"Estoy emito hoy, lo siento ",N
"En fin, yo no se ni para que me molesto ",N
Es que es taaaaaan bonito ,P
@franAdrianza No es lo mismo ,NONE
Bel para con el porno ,N
@InfoLecturas No es pa menos! ,NEU
@VioletaTrujillo eso no es sielto ,N
Es triste pero es ilegal ,N
@CoupleLuxury no las des preciosa ,P
@PacoMoronta pero yo te kiero ,P
estaba delicisio tio quieru mas ,P
estoy tan orgullosa de yoongi ,P
@xCharliexEdgex eres un carca tio ,N
@patatuelaj voy un poco borracho ,NEU
@XbadetaX que es muy cara ,N
A las 17:30 pillo el bus ,NONE
Es que es tan yo...Siempre estoy así ,NEU
hoy no me voy enfadada ,P
Desde cuando yo no soy cariñoso? ,P
"Si ana está feliz, yo lo estoy ",P
¡Un día nublado no tiene que ser un mal día! ,P
soy una de las viejas ,NEU
Ay tío es que es tan perfecto ,P
Que no soy mas sociable ,N
No se uno de los dos yaaa ,NONE
Hoy es un dia bonito ,P
Hoy me veo muy guapa ,P
Todo va de mal en peor ,N
Tengo esto un poco abandonado ,N
Pro no es muy estetico ,N
Que triste y de todo estoy ,N
Quien me ha llamado fea ,N
Pero soy tan pobre que ,N
Cerquita de los 4k de elo ya ,NEU
Hoy no es un gran día ,N
Porque soy tan gafe porque ,N
Hoy estoy un poco triste ,N
"@ManuelDezGalian no, pero a las 7:10 si ",NONE
No me habéis curado el sad ,N
Tio el final de sao ,NONE
@GeorgeBleach ya sé que es feo pero ,N
Día poco productivo el de hoy ,N
@_aliciagonzg uf es que es muy emo ,NEU
A ver qué tal el renacido ,NONE
que feliz voy a ser a las 3 ,P
Mal tengo que extudiar y tu ,N
Eso sí voy a ir muy muy lenta ,NEU
Con lo tranquila que yo estaba... ,NEU
Un NOSOTROS así de grande por hoy ,P
Se fue a Rusia tio ,N
"Tanto sad, tanto sad... Pues yo también estoy muy sad hoy ",N
Por qué un partido a las 10 a.m. ,NONE
Me he distraído con La Voz ,NONE
están todos muy sad hoy no ,N
Para mí mi mejor año fue el 2015 ,P
Hoy va a ser un dia muy largo... ,N
11:11 que no me encuentre mal ,NEU
Es que son muy bonitas jo ,P
Que no jo que no soy tan irresponsable ,P
"-Me caes muy bien -Tienes que jugar más partidas al lol con Russel y conmigo -Por qué tan Otako, deja de ser otako -Haber si me muero",NONE
@estherct209 jajajaja la tuya y la d mucha gente seguro!! Pero yo no puedo sin mi melena me muero ,N
Se ha terminado #Rio2016 Lamentablemente no arriendo las ganancias al pueblo brasileño por la penuria que les espera Suerte y solidaridad,N
11. siiii fue super gracioso teniamos que habernos sacado una foto ,P
Mg y pongo un adjetivo super repelente a vuestro nombre ,N
@EduGalan14  Jaja.Es de bien nacidos ser agradecidos que diría aquel.Tiene el récord de puntos del VCF.Creo q cumplió con lo que había.,P
"@misscatingcat Bueno, al menos has acabado la noche con una hermosa vista  Ami tambien me gusta verlos por la noche ^^",P
"@Sakura_Abril Ow  Bueno, no pasa nada, cuando puedas confirmarlo, estoy aquí Y si no pudieras de cosplay pero sí a la expo, +",P
"Aunque pensaba que no podría hacerlo hasta el mes de octubre, el lunes próximo volveré a ver a mi familia de #Mataró *.*   #felicidad",P
@tejecristal 765 emberda Y porque estoy dedicandome a otros supps últimamente ,NONE
@Yosmath @Planeta87Radio  #Incantus  Genial ya estoy conectada ,P
"@pabloserrano @JesusBengoechea Madrid tiene la cultura propia de los que ""no tiene cultura propia"". Vamos, como los romanos en su tiempo ",N
"Gracias por los ánimos! He dormido un poco más, me he tomado una pastilla y ha bajado a 36 y medio, pero aún me noto rara ",N
"@KunMadera pues date unas cuantas horas, que es muy temprano ",NEU
"@achocoblog ... bueno, desierta, desierta, no, con algunos seres feéricos  ",P
@policia 2 horas esperando en Comisaría Gandia y han atendido a 3 personas! Y solamente para una autorización de viaje a un menor. ,N
"@angeleta1973 @elespanolcom No he visto su DNI o Pasaporte pero presume de serlo aunque es muy,demasiado,peculiar y poco caritativa   ",N
@BarrosNerea Tú siempre sexy Nerea!! Qué tengas un maravilloso día! Besitos! ,P
@WINTERSCLIFF0RD ni tu como soportas el calor sevillano hija mía ,N
Ayer me quedé dormido xdddd lo peor esque sigo reventado ,N
"@lmg muchísimas gracias Luis  Tú también eres un ejemplo de constancia y buen trabajo, espero que os vaya todo genial!",P
Tengo una adicción muy seria al burguer King necesito ayuda profesional ,N
"Me dice un pajarito que ahora mismo no puede reservar en la web de BiBo, lo nuevo de @danigarcia_ca. Espero que sea por la demanda. ",N
Estoy preparando muchas cosas para que el especial sea muy especial ,P
"Solo porque UNA persona diga que me conoce y opine sobre cómo soy, y convenza a otra de ello no significa que sea así ",NEU
"@TeAbroUnaNueva porque no vives en Madrid!!  bueno yo estoy ahorrando, yo lo intento jo y si no pues en la cola y ya quedaremos a parte..",NONE
"@fonzeff @malenko_ @girotix Eso me temo, mucho calor y mucha gente por todos lados, lo malo de viajar en agosto ",N
"@goetha Jajaja se aprovechó lo ke pudo, ya se fue a currar pero mañana descansa  mucho lío entonces no? Y con el malagueño que tal?",P
@cayusollo pues necesito un audio para el próximo episodio ¿te animas? ,NONE
@ManuBarba Lo feo es llegar al reina sofía y que los descuentos de estudiante sean para menores de 27 años ,N
"Ah vale, me suelta la puta subnormal, te estoy llamando. Le digo que no me sale y dice ""ah, es que tengo el wifi apagado"" ",N
"@Paco_Jone Qué fácil es quedarse calladito, bajarse los pantalones y no decir ni mú... Cuánta ignorancia en tu ""opinión"". Saludos ",N
"@serbailop Totalmente. Aunque la post-tertulia ha sido muy interesante, hablando de todo esto, y la evolución (e involuciones) del cine ",P
"@sosagraphs Pues tan sencillo porque en su día me puse a hacerlo y es de lo que mas encargos me hacen, aparte tengo mas estilos crack ",P
@elapersw buenas tardes! Se puede pasar? ,NONE
"@SirDeschain @ChicaCascabel @reptarazul más bien tas tenía aprecio por raistlin, yo creo que al mago le daba un poco igual todo ",N
"@Asukawachan Gracias  ya me pasó una vez y los antibióticos fueron milagrosos, estoy deseando que vuelva mi madre con ellos ",P
@amartino @yagoperrin los dos amigos menos quejicas que tengo ,P
"Eso sí, demasiada sobredosis de guiños, cameos, homenajes, frases y planos repetidos de la original. Pero bueno, se acepta ",NEU
@carlotalotalota Me apena que haya pasado esto porque la idea de crear un colectivo estatal con divisiones locales era algo poderoso ,N
"odio a lucia la vd, mi amor hacia ella es una gran tapadera pa comer nutella en su casa ",N
@dovesandletters @SeveZubiri @Lady_Lolita @teleSURtv ese es Seve que se pone exquisito. Yo más de andar por casa (menos florida) ,NEU
preparándome un colacao pa olvidarme de aquel bacalao... ,NEU
gracioso bc en la película de Nunca apagues la luz utilizan luz negra y hoy he llegado a casa y han puesto uno en el baño ,P
nos lo habíamos encontrado y estaba asustado cruzando una carretera y al final nos hemos tenido que marchar sin él. ,N
@PanchoGustavo tío peguemos al Lau Sigues teniendo mi primer grinder?,NONE
"Buen partido a todos @overgame_org , suerte en la final de losers y a ver si nos volvemos a ver en la gran final. Saludo a esos casters ",P
@levante_emv @valenciacf Un capullo menos en el Valencia. Si no esta al 100% con el Valencia lo mejor es venderlo. ,N
Estoy muy nerviosa por el partido ,NEU
"@olivares_javier Intentan salvar a Lincoln como Julián con Lorca... Aparte de que es una copia descarada de MdT, no se parecen en nada ",N
"Hey, @rebecarus, que me dice Amazon que ""Todas las bodas necesitan un plan B"" ya está cargado en mi Kindle. ¿Empiezo ya o qué? ",NONE
"Voy a estar unos días desaparecida, me estoy quedando sin gigas jajajja  q vida + triste !!! Me voy al parque con los perros..",N
"@juliojota96 Perdóname la maldad, Julio, que sabes q te quiero, pero borrándose del AMI se combate al menos a los separatas    ",P
"Me he agobiado muchísimo porque no encontraba a mis amigos en el Bar, luego he recordado que no tengo amigos y me he puesto feliz ",NEU
@peroquedicesss en realidad es hipócrita todo eso como la camiseta esa de femimism del hym pero creo que en la vida cotidiana algo hace ,N
"@DTM_Spain En las carreras es al revés a más interés, más coches  ... pero tú mismo lo dices, es una empresa, aunque se venda ...",P
@sabrygarciarena Muy sexy Sabrina! Besitos y feliz día! ,P
@__mxty Para cuando me escribes mi nombre bien precioso ,N
"@Jabokatu yo no tengo ni idea y soy la primera que dice ""tiempo reglamentario""  pero en su día me convencieron de que estaba mal dicho.",N
"Si es que llegáis aquí desde mi Favstar del cretácico y claro, luego no me duráis ni un suspiro. Que mis neuronas no son como antes, jopé ",N
En fin estoy más sola que la una viendo como una bollera duerme y esperando como un perrito pa q me saquen a pasear ,N
"@mamarracha2000 yo los vi en el Low cost de hace 3 años y me decepcionaron, aunque dicen que lo mismo hacen una cagada o son la hostia ",N
Tengo una hermana que con ella no me puedo aburrir jaja creo que todas las gilipolleces las ha aprendido de mí. Es como una segunda Nicky ,P
"Preparando la maleta, proxima parada #huelva #fiestasconamigas",NONE
"@KatyKlav se siente, ya está dicho ",NEU
@ericelhumano a las lesbianas machorras y eso ya no lo veo bien de hecho lo malo de las pelis es que los suelen poner de personajes ...,N
@ranlemontralara estamos todos juntos en esto ,NONE
@AoDimi yo es que durante el verano y con la matricula hecha he cambiado de opinion. Quiero dar psicologia pero toca FP de infor ,N
"@MonchoYT @JonathanFaus2 estoy cansado ya de salir a la calle y que todo el mundo me para para hacer fotos, esta vida es muy dura ",N
"@Mary___says no te voy a criticar por subir un video desagradable, pero te invito a que vayas a Cuba y te quedes un tiempo a ver que tal ",N
"@Gabi_Herranz @KNekro La promocion solo es para los que no saben como gestionar un canal por si mismos al fin y al cabo, la via rapida ",N
"@HormigaZYT Como sé que eres un flipado y no vas a cambiar, enmarca esos defib kills, así tienes el unico award que enseñar a @edureus94 ",N
Estoy preparando un montón de ideas muy chulas para el canal  poco a poco iremos subiendo el nivel y la calidad de los vídeos ,P
"@agarzon por cierto, felicidades Gran noticia.",P
"@hyrulen @PartidoPACMA Claro, es que es muy común que en los pueblos no los tengan en pisos, los llevan a la huerta y los tienen solos ",N
@Jorge_LBU estamos enamorados y a veces me hace daño porque se va a chupar culo de otras perras y no me dice nada  #crisis,N
"Por fin mis amigos me empiezan a visitar en mis destinos de trabajo, solo han tenido que pasar 5 años!!!! (Bueno en Guada tb tuve  )",P
"@FaranduleroYo Jo  no me parece bien porque se va a ir Yessica a la primera, pero bueno al menos ha llegado al TOP8, no la esperaba aqui.",N
"@JohanaGonzalezD es la mejor y la peor a la vez. Yo la quiero de vuelta, no me la pueden quitar así con otro cuarto puesto en Río ",N
"Hoy ha sido un día duro, y me he pillado un dedo con una puerta y me duele mucho  pero se me pasa sabiendo que mañana veo a @ManuDrugs",NEU
Lo borro y lo rehago ,N
Es que es de los abiertos y no lo puedo llevar a clase porque no pudo dejarlo en el asiento que se cae todo ,N
"Manuel Carrasco -Uno x Uno me gusta -Vale -Ok -ta luego maricarmen -no me gusta pero, vamos a decir que lo respeto -me se canciones",NONE
No hay nada más bonito q separarse d una persona y q al tiempo t diga q t echa de menos... pero a mi no m va a pasar ,NEU
Ojala yo presentándome para el concurso de shawn pero como vergonzosa se nace y  seguro que no me dejan participar pues aqui estoy ,N
@camille_blonde_ @yasmi_mendeguia lo tengo desde los 14 años juntos 32 casados 30 y yo me derrito si se acerca y el se desvive por k este ,P
"@cyboruga a mí me pasa a veces igual, prueba que te lo cambien o algo  es que a mi me lo cambiaron hará unos meses porque antes no iba NÁ",N
"@Javiturpeiro Tanto, que hace más de dos años ya que lo dejé y aún no me he atrevido a tener nada estable con nadie. Me da cosita... ",N
@rushsmith se que no me vas a leer pero si pudieras decirme a que hora coges el ave mañana me harias muy feliz. No he podido verte hoy ,N
@Currice se que no me vas a leer pero si pudieras decirme a que hora coges el ave mañana me harias muy feliz. No he podido verte hoy ,N
@RoEnLaRed se que no me vas a leer pero si pudieras decirme a que hora coges el ave a mañana me harias muy feliz. No he podido verte hoy ,N
"Y cada vez que lo digo no puedo evitar pensar que si no le hubiera ""prestado"" 650€ a ese, ya tendría una de puta madre  whatever",N
"@MaiteCerezo @RenRiesgo a vosotros las manchas os quedan divinas y a mi me han potado un arcoiris en la cara con mucho odio, no es justo ",N
@MigueZYT yo te felicitaria pero no me quedan caracteres en este tweet con lo cual lo siento mucho sera el año que viene  no te rayes bro,N
@AjaxAjaxcf no estoy convencido. P.e. Me gustaría ver a Cerny y Nouri en el 1r equipo y menos Gudelj y El Ghazi... Le doy tiempo.  (2/2),N
@imdariusb1tches es que que hacen tio ,NEU
"@DavidArizaAbad buenas noches, David  un abrazo!",P
Estoy tan segura de que el exámen de mates va a ser el que hicimos de recuperación en el último trimestre al cual NADIE le sacó foto ,NEU
"@ladykumaria tranquila, te seguimos queriendo igual ",P
@imanbl_ el unico libro con el que me he echado foto ha sido con el de Yo antes de ti  pero porque el libro es especial!! Jajajaja,NEU
Tenemos un presidente que es persona non grata d su ciudad @ahorapodemos nadie s lo va a recordar c una carretera d tercera leña al mono ,N
Los ministerios q os tienen a vosotros engañando maca conmigo tenías q dar @Rafa_Hernando q t iba a dar un baño así d paso t lavas l boca ,N
@OriannaSenpaii conmigo siemprw puedes hablar ,P
"@LaPonyRosa nu , no sirve cualquiera  Lo probé hace poco para una app coreana y no me dejaba u^u por lo de la tarjeta de crédito",N
#ide el primer día de clase voy a proyectar una de estas fotografías y voy a pedir información sobre foto y autor A ver cómo resuelven ,NONE
@noseashetero 1000/10 de verdad a ti que voy a decir petarda que te quiero más que a mí mismo,P
@piscolabisaereo @HistoriaNG @SPosteguillo las tengo pero aún no las he leído. Caerán prontito ,P
"Al final han sido 3h  Bueno, mañana tengo fiesta así que.. No me quejo ",P
@Jorge_Ruiz14 yo no tengo tiempo para esas cosas ahora mismo ,N
@_MissChaotic_ ves ese brillo? es un coso que hace que se sepan a kk ,N
Tengo una perrina adorable... Sabéis que me acompaña hasta la a habitación cuando me voy a dormir? ,P
"@juankipua Es que en el Ojeando el año pasado tampoco, tiene muchas canciones ya jajajajaja ",NEU
"entre odio día tras día, la muerte de su hermana, la muerte de su amiga, el divorcio de sus padres cuando era pequeña, el lupus, etc ",N
"Bueno, estoy en la batalla final del Conquista y ya después me faltaría Revelación ",NONE
@CondeDuqueMAD ¿mañana sábado 31? En que día vives?  Mañana es miércoles 31.,NONE
he soñado una cosa muy rara con los personajes de PLL y luego como que estaba en la real life y conocia a Shay y a Lucy y y y ,N
"@agcasti y el caminante ante el mar de niebla, uno de mis cuadros favoritos en portada ",P
@vitojph ¡sí! Y me ha encantado  ¿Tú ya las visto? ¿Cuándo comentamos?,P
@aladroqe Se me olvidaban los grandes @2qblog y @estapillao ! A ver si os interesa es hilillo ,NONE
"@pendragoncillo Mejor si pones un link a la cuenta, me ha costado encontrarte.. ",N
@Majoras_Mark Por?  Tenía pensado verla después de la segunda de Daredevil ,NONE
"@SoofRawr + ni el de al lado, la ""manita"" que usas para que se vea como más negro ",NONE
Llevo despierto desde las 8 porque un puto mosquito estaba volando en mi puta oreja y ,N
@ArchivoSGAE Qué estupendo. Y... ¿cómo os lo encargo?  ¿Es la estupendísima versión de Barce..? ,P
Cosas que enamora las tostadas calentitas a estas horas de la mañana ,P
"Hola buenos días, me he dormido a las 5 y algo y me acabo de despertar y se me ha ido el sueño ",P
@omixam no creo que hayan diseñado una tipo propia ,N
@perriestheory sabes que en 2012 o 13 tenía una novela de mierda en la que perrie era mala ,N
@CarlosSadness en ninguna porque no te he visto en directo  concierto en madrid pronto pls,NEU
@uravity_ lo se pero tengo la esperanza de que en realidad sea un personaje mucho mas oscuro ,N
Pa una vez que me pongo a ver películas con un amigo y se queda dormido ,N
"@Hanita_chan nfin, no puede ser peor que un minikayato Clauyato is real",N
@KharanosGame Que Kinox no me quiere   zi yo zoy buena perzona,N
"Este viernes iré al cine a ver #NoRespires para celebrar mi cumple. Por cierto, no estáis invitados ",NEU
"Podríamos empezar septiembre desde el día tres, no sé, estaría guay ",P
y lo peor de todo es que funcionaba maldita Jaco como te quiero ,NEU
aqui fardando de que soy vegano desde hace 2 dias con mis amigos de tuiter! ,P
@MisfitStormer pues hay gente así de mala por el mundo ,N
@Mentestropeada Atraigo por los dos lados es un problema duro ,N
@YG__GF me ofrecería pero gerald es demasiado lindo ,NEU
@baad_news es dirección de proyectos en empresas audiovisuales ,NONE
Como destrozaba el puto movil ahora mismo ,N
#DiaDelVideojuegoHC por todas esas grandes tardes que nos hacen pasar y las que pasaran! ,P
"@DarkGiirI que va tía, muchos son viejos de mi madre, otros del chino. Los que me encantan y me estoy comprando son los del Kiko ",P
Parece que hasta mañana no podré catar el madden. Hoy no habra directo ,N
Mi compañero de trabajo será mi futuro marido... que pena que no lo sepa ,N
@Reporte24ES @LaVerdad24ES fallecido hace meses. Hay q contrastar. ,N
@Yore89 necesito mi ración de atención diaria que si no no mantengo la autoestima ,N
De verda soi tan lameculos ,N
"@CristyStruky Gracias por dar a ""Me gusta"" a nuestros tweets  ¿que tal? ¿estás trabajando Cristina?",P
@Club_Ratoncito Nuestros niños no andaban de lo más animado con eso de que se acaban las vacaciones... ,N
@vivanlospipis ser es muy malo pero bueno te salvas porque te queremos igual ,P
Pero solo cojo 5 días porque me cambio de curro y ,NEU
"@cduranestany Es que se lee cada cosa , menos mal que a ese lo deje de seguir cuando terminó la temporada pasada .Mi salud es lo primero ",N
"@dorysmemories Yo también me lo imaginaba así! También soy de las que creen que el casting es buenísimo, al menos yo estoy contenta ",P
Despues de trabajar duro me merezco mis caprichos ,P
@LorasTyrellSer Yo también te puse algo bonito. Cuanto desprecio ,NEU
No encuentro el mando de la tele y me estoy poniendo nerviosita ,N
Lo mejor de estar ya en Málaga es poder ir a ver Escuadrón Suicida esta tarde ,P
"@LaFeaDelBaile insoportable? Eso es lo que tú dices  Ya nos contarás, espero que vaya todo genial ",P
@toniroldanm y por cierto el respeto (y en mi caso admiración) es mutuo ,P
@CainQ yo he subido una en gayumbos hace nada. Qué poco me lees paisana @Ichabod1880,N
@EskizoSirenita hay que ser mala persiana para quitarte esa diversion ,N
"@LoretoBazo Stranger y Mr. Robot ya las he visto, pero eres la segunda que me recomienda The get down, así que a por ella voy, gracias! ",P
@myvidaconlibros ¿verdad que sí? Yo también me quité un gran peso de encima ,P
"@cardinaleconnor Mañana no :(, pero seguro que hay gente buena  @cuatro @mananascuatro",NEU
"@DeathManu94 @piercetheidiot ya lo sé, pobre Uno  Te acompaño en los feels",N
@_anarKopunK_ @jkarlos1998HD y aún así estoy en el campo   y l edición coleccionista tengo que acabar de pagarla,N
me mantengo optimista pero se me hace difícil a veces de verdad ,N
@tachina @EW @Outlander_STARZ Sí! Yo creo que vamos a acabar muuuuuuuuy contentas ,P
"Vale entiendo, no he estado rápido en la bajada, pero hay es donde habría que haber entrado @ivanovlaguna",N
"@GxDRadioGalega Correcció ""Nin se nos pasa pola cabeza NON ser segundos"". ",NONE
Ha muerto mi profesora de volumen/escultura y en serio que bajonazo ,N
"Haces que se vaya mi melancolía, me devuelves de nuevo a la vida ",P
@Sakura1474 tia que estoy a punto de acabar la novena voy con retraso ,N
@Madridonasangre yo acabo de aportar mi pequeña contribución. Te sientes tan bien! ,P
@dfresneda_UNED pues la aludida ...y yo mismo...sí...Buen día ,NONE
Hoy una mosca no me dejó dormir y me cago en su puta vida ,N
"@Aldepadorio es un gran, gran tipo  @cesarmuela",P
@FraanBMJ pero entiende que era nuestro sueño  además cuando la vi creo que estábamos en 5 de primaria o algo así,NEU
@Yuremonplsxd @PequeChikane Aquí habemos  me he saturado al leer eso idnwhy,N
"@Jorge_LBU Espero que te mejores pronto, vomitar es muy desagradable ",N
la chancla representa el asco y lo muy harta que está mi madre de aquí la menda ,N
"Hola @xabyjordi gracias por la información, tomamos nota  Qué tengas un buen día",P
"@TheFuzzCanyon gracias por etiquetarme, pero no suelo hacer estas cosas ",NEU
@KikeMlaga @sanchezcastejon ¿Socialistas honrados? Esto es un oxímoron. ,N
"que le pasa a mi tumblrr se ha vuelto extraño, no sale la musica ",N
"Cada uno que busque sus mecanicas, pero que lo haga rapido antes de morir y eso ",N
"@suomijon @chemiF1 @WinfieldF1 ... bien pienso que tú te enquistas en temas secundarios sin ver ""toda la película"". ",N
Ojalá alguien llamandome bonito o precioso  sad,N
@Sasnak95 @Muzska89 o hacemos presión social o esto no avanza ,N
@aIfonsofr no lo consigo  ayudame porfi que es super importante,N
"Despues de tener el combo perfecto pa sentirme como una mierda, a dormir ",N
